model,fold,num_layers,hidden_dim,heads,lr,test_mse,test_mae,test_rmse
GAT,4,2,8,2,0.001,2632264.0,1404.9332275390625,1622.4253449696846
GAT,4,2,8,2,0.01,4828219.0,1907.6961669921875,2197.32086869442
GAT,4,2,8,2,0.1,18.72247314453125,4.0833210945129395,4.3269473239838785
GAT,4,2,8,4,0.001,330773.03125,503.6807556152344,575.1287084209933
GAT,4,2,8,4,0.01,5341732.5,2007.5269775390625,2311.2188342950135
GAT,4,2,8,4,0.1,12.229608535766602,3.206859827041626,3.4970857203915666
GAT,4,2,16,1,0.001,244029.96875,428.84454345703125,493.9938954582334
GAT,4,2,16,1,0.01,8034257.0,2464.266845703125,2834.4764948752
GAT,4,2,16,1,0.1,17.978593826293945,3.9911932945251465,4.240117194877277
GAT,4,2,16,2,0.001,568726.25,653.7039794921875,754.139410188859
GAT,4,2,16,2,0.01,1195310.25,950.5888671875,1093.3024512914988
GAT,4,2,16,2,0.1,10.55611801147461,2.957721710205078,3.2490180072561325
GAT,4,2,16,4,0.001,723316.6875,738.9946899414062,850.4802687305568
GAT,4,2,16,4,0.01,3899609.0,1718.216064453125,1974.7427680586654
GAT,4,2,16,4,0.1,20.19295310974121,4.259575843811035,4.493656986213034
GAT,4,2,32,1,0.001,20392664.0,3929.32861328125,4515.823734381137
GAT,4,2,32,1,0.01,8219738.5,2488.784423828125,2867.008632704129
GAT,4,2,32,1,0.1,21.947189331054688,4.460742950439453,4.684782741072919
GAT,4,2,32,2,0.001,1918327.5,1203.19189453125,1385.0370031158013
GAT,4,2,32,2,0.01,23329576.0,4198.47705078125,4830.069978789127
GAT,4,2,32,2,0.1,12.220501899719238,3.205561876296997,3.495783445769952
GAT,4,2,32,4,0.001,2351210.5,1335.0970458984375,1533.3657424111184
GAT,4,2,32,4,0.01,12623386.0,3091.159423828125,3552.9404723411844
GAT,4,2,32,4,0.1,51.72483444213867,7.048111438751221,7.191997945087212
GAT,4,3,8,1,0.001,4212068.0,1782.3184814453125,2052.33233176306
GAT,4,3,8,1,0.01,208012.578125,397.8284912109375,456.0839595129388
GAT,4,3,8,1,0.1,22.419204711914062,4.513340473175049,4.734892259800012
GAT,4,3,8,2,0.001,3319759.75,1584.363037109375,1822.0207874774646
GAT,4,3,8,2,0.01,5749862.5,2083.394287109375,2397.8870907530236
GAT,4,3,8,2,0.1,11.768782615661621,3.1404404640197754,3.4305659322714703
GAT,4,3,8,4,0.001,25585.455078125,135.47804260253906,159.95454066116721
GAT,4,3,8,4,0.01,1770759.625,1157.9393310546875,1330.6989234984749
GAT,4,3,8,4,0.1,11.256402015686035,3.064714193344116,3.355056186666035
GAT,4,3,16,1,0.001,212109.078125,398.1994323730469,460.5530133708822
GAT,4,3,16,1,0.01,799960.5,778.42822265625,894.4051095560669
GAT,4,3,16,1,0.1,20.838098526000977,4.334643363952637,4.564876616733576
GAT,4,3,16,2,0.001,535339.0625,636.1465454101562,731.6686835583439
GAT,4,3,16,2,0.01,1749024.5,1149.08642578125,1322.5068997929652
GAT,4,3,16,2,0.1,3.856130599975586,1.7835232019424438,1.9637032871530224
GAT,4,3,16,4,0.001,77021.421875,239.62709045410156,277.5273353653654
GAT,4,3,16,4,0.01,7193.40478515625,74.9031982421875,84.81394216257283
GAT,4,3,16,4,0.1,2.1148951053619385,1.1362749338150024,1.4542678932583015
GAT,4,3,32,1,0.001,3841955.0,1705.41259765625,1960.090559132409
GAT,4,3,32,1,0.01,1379383.5,1020.5167236328125,1174.4715833088512
GAT,4,3,32,1,0.1,984702.6875,864.1197509765625,992.3218668859414
GAT,4,3,32,2,0.001,11402094.0,2937.68310546875,3376.698683625769
GAT,4,3,32,2,0.01,969685.25,855.3197021484375,984.7259771124147
GAT,4,3,32,2,0.1,2.0494003295898438,1.2185719013214111,1.4315726770198725
GAT,4,3,32,4,0.001,310787.53125,485.0164794921875,557.4832116306284
GAT,4,3,32,4,0.01,47810.21484375,189.37677001953125,218.65547064674598
GAT,4,3,32,4,0.1,2.049003839492798,1.2280665636062622,1.4314341897177103
