timestamp,model,config_id,fold,hidden_dim,num_layers,heads,dropout,lr,weight_decay,train_acc,train_f1,train_mae,train_mse,train_rmse,val_acc,val_f1,val_mae,val_mse,val_rmse,test_acc,test_f1,test_mae,test_mse,test_rmse
2025-12-23T19:40:21.061871,GAT,0,0,128,2,4,0.3,0.0005,0.0,0.5810606798480569,0.3581492575739194,0.8352975552741794,1.668014025518652,1.2915161731541158,0.5782322863403945,0.35591561763242624,0.8407109812515218,1.6785975164353544,1.2956070069412848,0.5773920835281284,0.3553674532566897,0.8422939068100358,1.6816658874863644,1.2967906105020828
2025-12-23T19:40:25.856662,GAT,0,1,128,2,4,0.3,0.0005,0.0,0.6201543781046069,0.4128492885089643,0.7592407714035259,1.5180310704197915,1.2320840354536664,0.6123204285366447,0.4077121583918877,0.774336498660823,1.5476503530557584,1.2440459609900907,0.6114227832320399,0.40714867557663686,0.7764921302789466,1.5523219573009195,1.2459221313151634
2025-12-23T19:40:27.451746,GAT,0,2,128,2,4,0.3,0.0005,0.0,0.5297734273226439,0.2758182425105901,0.9388582490229738,1.8761216017142093,1.3697158835737466,0.5310932554175798,0.27654907853402627,0.936109082055028,1.8705137570002435,1.3676672683808162,0.530378883802474,0.2758818325443649,0.937722801207753,1.873926171228207,1.3689142307786148
2025-12-23T19:40:28.675996,GAT,1,0,128,2,4,0.3,0.0005,0.0005,0.5366465374500828,0.29136099021846323,0.9261468783481056,1.8517337099444824,1.3607842260786545,0.5370343316289262,0.29107802608531225,0.9251521792062333,1.8495252008765521,1.3599725000442295,0.5392901667445847,0.29322638875699536,0.9209326788218793,1.8413783699548076,1.356973975415449
2025-12-23T19:40:30.194029,GAT,1,1,128,2,4,0.3,0.0005,0.0005,0.5660002921983053,0.34304051193599977,0.8675611181455147,1.7346839388331547,1.317074006589286,0.566691015339664,0.34358583409406646,0.8662770878987095,1.7322132943754565,1.3161357431418146,0.5667757519089918,0.3435651009422663,0.8659809880006234,1.7314944678198536,1.3158626325798044
2025-12-23T19:40:32.073027,GAT,1,2,128,2,4,0.3,0.0005,0.0005,0.5505923031033517,0.31697671109740094,0.8961978158442602,1.789778053739484,1.337825868242756,0.5544192841490139,0.31897209339156296,0.8891161431701973,1.7761869978086193,1.3327366573365569,0.5514171617804616,0.31729679995040566,0.8947306905619947,1.7870263952469077,1.3367970658431696
2025-12-23T19:40:33.673220,GAT,2,0,128,2,4,0.3,0.001,0.0,0.5703223921301257,0.3532508770921314,0.8579429239310412,1.7144735560533748,1.3093790727109453,0.5662040418797175,0.34987290670101756,0.8663744825906988,1.7315315315315316,1.3158767159318276,0.5680029608851488,0.35172546201014976,0.8624551971326165,1.723371513168147,1.31277245292859
2025-12-23T19:40:34.895445,GAT,2,1,128,2,4,0.3,0.001,0.0,0.5919085419304568,0.37849069206919167,0.8153063212233369,1.6297360475309244,1.2766111575303283,0.5893352812271732,0.3771894489968424,0.8210372534696859,1.6417823228634039,1.2813205386878819,0.5902095995013246,0.377353131019581,0.8189964157706093,1.6374084463144771,1.2796126157218353
2025-12-23T19:40:36.304595,GAT,2,2,128,2,4,0.3,0.001,0.0,0.6039178445767437,0.39865663505016186,0.7910442309799481,1.5809683820933318,1.2573656517073033,0.6059410762113465,0.39988096659241257,0.7870952033114196,1.5731677623569515,1.254259846426151,0.6005259569494497,0.39602928056463377,0.7979351319762346,1.594857309827603,1.2628766011877817
2025-12-23T19:40:37.530169,GAT,3,0,128,2,4,0.3,0.001,0.0005,0.5866002727184182,0.36997148652432266,0.8259837342943411,1.6511517483198597,1.2849714970846084,0.5881665449233017,0.3711552684761054,0.8230338446554663,1.6454346238130022,1.2827449566507765,0.5860409848839021,0.3697285295084658,0.8269050958391772,1.6527972572853358,1.2856116277030696
2025-12-23T19:40:38.943537,GAT,3,1,128,2,4,0.3,0.001,0.0005,0.5125036524788156,0.25497888578702466,0.9730568812700886,1.9441779487678972,1.3943378173053678,0.5139517896274653,0.2570702925785598,0.9698076454833212,1.937326515704894,1.3918787719140249,0.5119993766557581,0.2539459017282329,0.9744234065762818,1.9472689730403616,1.3954457972420002
2025-12-23T19:40:43.728662,GAT,3,2,128,2,4,0.3,0.001,0.0005,0.6217660737548243,0.414512057071917,0.7564556777091932,1.512899180637228,1.2299996669256574,0.6205015826637448,0.620500974293525,0.7589968346725103,1.5179936693450207,1.2320688573878575,0.618876010519139,0.41258797830891875,0.7622284990747054,1.5244375182623942,1.2346811403202018
2025-12-23T19:40:45.510362,GAT,4,0,128,2,4,0.5,0.0005,0.0,0.5665481640206487,0.337787424421028,0.8644565111522353,1.7264658614980033,1.3139504790889203,0.5670805941076211,0.3382510879130323,0.8632578524470417,1.7239347455563672,1.3129869555926164,0.5634447561165654,0.33501493185355097,0.8706950288296712,1.7389745987221443,1.3187018611961328
2025-12-23T19:40:47.010178,GAT,4,1,128,2,4,0.5,0.0005,0.0,0.5127715009252947,0.24172324586883906,0.971668939320152,1.9405498198110451,1.393036187545408,0.5141465790114439,0.243472192635492,0.9690771852934015,1.9355247139030922,1.3912313660578144,0.511551347981923,0.24013727039994281,0.9741506934704691,1.9455547763752532,1.3948314508840318
2025-12-23T19:40:48.418015,GAT,4,2,128,2,4,0.5,0.0005,0.0,0.5379792298233439,0.29114225120814174,0.9222518475230408,1.8427140022158102,1.3574660224903643,0.5362551740930119,0.2895013307486013,0.925736547358169,1.8497199902605308,1.360044113350935,0.538852634654719,0.2920616145096128,0.9204051816499464,1.8389208142592772,1.356068145138465
